serial,text,sentiment
150,"Sure, I was pumped up to see this movie on opening day, but it did not end that way.

Nothing new came to the table. It took too long to get moving, and when it did, all the
fight scenes kinda merged together and the absolute lack of plot took over. So, you end
with hundreds of people fighting in one building. Nothing new and exciting. I should have
just rewatched the older ones.

1 like the ‘kill as many villains as possible’ genre, but for 20 minutes straight, a bunch of
bad guys were all killed in the same fashion. The movie was loud for the sake of being
loud. I would bring earplugs.

The acting does not really exist; The plot does not really exist. The movie became a
lacuna of what it could have been. It's a grand stinker.

I walked out after one hour, picked up some disgusting Panda Express from the mall, and
got home early.
",negative
151,"Such a bad movie. 3 hour long fight where John has put on ""godmode"". Absolutely 0
story, besides just fighting. The whole theatre bursted out laughing because of the
ridiculous fightscenes. I am left so angry and annoyed. Don't you ever go watch this pile
of poop if you like anything that is the slightest realistic. More unrealistic than Marvel
movies. It has absoluty nothing to offer. A blind guy who can fight, shoot and play cards?
What is this? Maybe 12-13 year old kids would find this movie cool. This is as stupid as it
gets. John Wick says nothing in the movie. It is absolutely pointless and meaningless.
",negative
152,"Wow, what a film. Incredible production values and earnest acting and amazing stunts by
all involved. Wardrobe, foley, set designers, editors, and MUAs were all the best of the
best.

And yet the movie was a complete waste of time. I want it to make money for all
involved, but I can't say that it was a good movie by any stretch of the imagination

The American fetishization of guns was in full force here, as was the American hyperbole:
""Make it bigger, make it crazier, make it more wacky."" This film had all of that,
but...character development? Forget about it. A plot that made sense? No way. An
emotional through line? Barely.

It's true that we care about John Wick. We became invested in him four movies ago when
they killed his dog, But watching this film is like watching that dog race around the room
covered in tinsel and holidays lights, barking at shadows.
",positive
153,"Although this movie was not something for me, I was somehow still bored and
underwhelmed.

I fell asleep 3 times during the course of this film and this is due to a number of reasons.
The story and dialogue of the movie are awful, and the only redeeming factor is the
actions sequences, which are well shot and choreographed. However, the awful acting

and. crappy dialogue held back this movie for me.

Sitting in the front row also hurt my viewing experience. The story of this was essentially,
then then then, rather than but therefore or good story structure

I get why ppl may have enjoyed this, but I thought it was a bore and a mess.
",negative
154,"Wick needs to go from spot A to spot B. There are hundreds of enemies trying to kill him.
He will fight against them all alone and will kill them with his weapon. Now he is at the
spot B and needs to go to spot C. There are hundreds of enemies trying to kill him. He
will fight against ther all alone and will kill them with his weapon. Now he is at the spot
C and needs to go to spot D. There are hundreds of enemies trying to kill him. He will
fight against them all alone and will kill them with his weapon. Now he is at the spot D
and needs to go to spot E. Yeah that's the same over and over again for three hours.
Make yourself a favor a skip this movie. Thank me later.
",negative
155,"Absolutely not the best of them. Maybe the worst. Painfully unrealistic, everyone wears
literally bulletproof smokings and the elite guys were recruited out of gardeners, tax
attorneys and university professors judging by their skill to kill with weapons. When in
the first movie John shot each enemy a bullet in the head he now often feels the need to
use 3 bullets (but sometimes they still stand).

As much as I enjoyed the very first John Wick movie as bored I felt during these
extremely long and uninteresting fighting scenes. He is as immortal as Iron Man and with
this leaves all excitement.

And it seems as if the directors were mocking the franchise by letting John fall out of the
4th floor, getting run over by cars, falling down literally 222 steps (I know because they
mention it) of a staircase and all of it just leads to some short heavy breathing but it's
forgotten just 3 seconds later.

None of the characters have personality. Keanus text was probably printed on half a page
and mostly consists of 2 syllabus-responses or the name of the person he's just looking
at.
",negative
156,"Reviews killed this movie so I was expecting more and I was displeased and bored
all the time, ending was fine only. 3 hours for this movie is too much and it's only
gunshots no talking or storytelling just impossible action scenes. I didn't watch
trailer because I saw good reviews and got bored after all. If you guys love movie 3
hours long with no talking with Chuck Norris jokes this is movie for you. Don't
Understand people who likes this movie even 70-80s action movies are better but
they have bad reviews I guess. 5th movie doesn't need to be filmed at all, it's done
he's dead and no need for comeback.
",negative
157,"If you want to see an aging actor move just a bit slower, and his enemies wait to be hit
by him, then you're in for a treat! I think audiences are so used to seeing a guy run up to
Wick to try and punch him with their gun instead of using it from afar that it no longer
looks ridiculous, which it is. Also, apparently, he's bulletproof, and can grab/roll any
number of bad guys he wants to.

The movie long climax scene grows old fast as John Wick now has unlimited stamina, can
almost never be shot, recovers from all injuries, and is now in God Mode. And as anyone
knows, God mode removes any sense of difficulty, suspense, or accomplishment. This
movie is a joke. If the protagonist is never in danger, and can never really be hurt,
there's no tension or drama. Don't waste your time.
",negative
158,"Honestly , there's to much action , not enough sex on screen and Keanu is not a good
actor . The set pieces of this movie was beautiful and again , the fights are well done but
this movie just felt long and pointless . At times I seen about 4 people asleep in the
theaters , then seen half of them pretty Much sleeping . One person puked from the
constant action this movie kept throwing at your face . If you like pointless fights with a
lot of violence , bad acting and terrible written characters , this movie fits right up your
alley! Just bring a blanket , a pillow and get ready for the greatest action nap of your life
",negative
159,"HORRIBLE movie. I love John Wick. I mean I wouldn't pay to see one, but I love
the series none the less. Even liked the third one even though the ending blew
baby chunks. All the 10s and 9s scores are so damn fake it's hilarious. IMDB is a
joke. Someone needs to start a real movie database and weed out the fake high
scores, it's as ridiculous as John Wick 4. He walks away from every major injury or
collision or building fall. Then he passes away from flesh wounds. What nonsense.
The whole plot is nonsense. The fights scene are so boring. I got up to make a
sandwich twice, Just the typical 100 judo throws and same shots to head.
Numerous coup de grace's. I feel sorry for anyone who paid for this nonsense.
",negative
160,"This movie is so bad that I stopped watching it inside the theater to write this review...

What happened here?!? I was so excited to see this movie and now I feel so let down. I
come to see ""John Wick"" films for the immaculate and creative fight choreography. Do
not walk into this movie expecting any of that. All the purism which caused the first three
films to shine is gone. The “John Wick"" franchise has completely disappeared up its own
a*s, This goofy underworld the movies created only worked when a normal world still
existed in the Wick Universe. But there is no ""real world"" anymore. Every single character
in this movie looks cartoonish, like a steampunk caricature of a real person. Even the
villains were painfully cartoonish, one of them even sporting a full mouth full of ridiculous
gold teeth. I couldn't even look at him without laughing.
",negative
161,"Those 3 movies were crafted together to create the 3 hour schemozzle that is John
Wick 4. This is what happens when new blood inherits a simple but wildly popular
character,

Over-compensation when out of ideas. Let's bring in so many characters we can't
keep up with them & bamboozle the optics with the visual delights of vogue cities;
Paris, NY & Tokyo.. This movie betrays everything that was right with the first
movie,

The fight scenes are straight from a 1986 arcade machine with bad guys lined up
patiently to take on our hero & he levels up through every robotic stoush.

The Warriors DJ was my breaking point. My 4th grade self would've loved this crap.
Keanu's better than this
",positive
162,"First of all I want to start by saying that this film, in any shape or form will satisfy you if
you're a die hard John Wick fan like me

It has caught my attention that the reviews for Chapter 4 has been nothing but high
scores and prasing reviews... (Even people saying that its the best chapter!) Sadly I
couldn't figure out exactly why.

The first and the biggest problem in my opinion is that the film includes close to none
character development. For me, a John Wick movie must, and I say this again, must
make you eager for the thought of John Wick taking his revenge from other villians.
However in this movie sadly all you get is unlimited bodies thrown at John and no sense
of that anger and fury.

Another problem is that the film is absurdly unrealistic, Of course we all know that John
Wick movies are supposed to be unrealistic to some degree but this one makes you want
to leave the theater... The cringe caused physical pain on my body.
",negative
163,"I normally don't write reviews but this movie just pushed the boundaries of absurdity so
far that I just can't say nothing!

We get it, John Wick never dies, OK!

But at least put a tiny bit of reason into the moviel! He jumps out of the window from the
third floor, lands on car, THE CAR'S ROOF GETS SMASHED!!!, but he just stands up and
continues fighting???

And some scenes are so ridiculous that the whole cinema was laughing. Like the scene
near the ending where he is literally just rolling himself down the staircase for no reason!
You can literally see him push his arms to the ground to roll one more stair flight down!
",negative
164,"Thaven't seen 1,2,3 so I don't know the whole story.
But I doubt it exists at all.

Actually it's not a movie, but a video game

The only difference is that we don't play, we just watch.
Technically work is spectacular.

Everything else is nothing.

And finally a relief.

John Wick is buried.
",negative
165,"The first 3 movies were fun. This one is so very bad and boring. I can not believe the
rating is so high. None of the first 3 movies deserved 10 but this one was so bad. Wasn
not fun, was not exciting, was not deep. It was nothing. I still have to write 350
characters but honestly there is nothing else to say. John wick 4 is a bad boring movie |
And I really hope this was the last one. There is obviously nothing else to do or show or
shoot or make. Keanu is a super nice guy and I like him so I hope the movie will make

enough cash. But it beyond my understanding how could some many people give it 10
points!
",positive
166,"like to watch people getting killed. Give me a movie where people are getting killed for
3 hours and T'll be happy. Then you've come to the right place in Hollywood. Hollywood is
for the mob what was once the arena in ancient Rome, but the light version, The rabble,
ignorant, feasting on big screens where violence is shown as necessary, tough and sexy.
John Wick is like American porn: do you like chocolate? Then we'll drown you in it. The
film has a total lack of drama, a total lack of imagination and, even worse, a total lack of
humour, After the umpteenth headshot I look bored at my lukewarm popcom. Kenau
Reeves, the Internet's darling of good deeds, plays a depressed killer in a black suit who
does nothing but kill people. A feast to watch for the poor in spirit. Hollywood: we've got
millions and what do we do? Portraying human ugliness like it is sexy.
",negative
167,"Just how much cash can you get out of a cash cow? As the John Wick producers know
that's plenty of dough but with each iteration the movies become ever more flabby and
contrived. The Hollywood formula has been employed; copy a previous success adding
ever more crash bang and wollop and of course stretching the whole thing out to a dreary
3 hour run time. But of course Hollywood misses the point, yet again. What made the
original Wick movie interesting was the character's struggle to make a new life only to be
dragged back into the criminal underworld. Granted it's an interesting and novel criminal
underworld but now it's the world of John Wick which is the focus, not Wick himself. Time
to call it a day.
",negative
168,"At least this once fine franchise now has a (meh) ending. Tired, stupid, annoying. Only 1
great gunfight (a GLORIOUS top down, exploding shotgun shells, massacre) & 1 good
hand-to-hand fight (with an unrecognisable #ScottAdkins), the rest of the action’s dull,
repetitive, silliness. #KeanuReeves (effective in the other 3 films) here gives a truly
appalling performance. He sounds like his batteries are running out,
every....word....is....emotionless. His opening scene might THE worst acting seen in
cinema history...& he only says ""Yeah""!

 
",negative
169,"There's no spoilers here at all.

But to those who gave classic 7 to 10 stars review rating are obviously “anything goes for
my popcorn” sort of audiences.

All I'm about to say is simple.
John Wick focuses around a man who wants to get out clean

But dragged back by force and circumstances, he is forced to avenge for the fact he can't
let go and to not be able to forgive and forget.

Forward to this very 4th installment, thinking it would surpass the ist, or yet the 2nd,
well at least the 3rd. But it fail miserably.

Miserably.
The fights are a mess versus the 3rd installment.

Meaningless action choreographed in its worst ever style of fights.
",negative
170,"I was greatly disappointed with #4. The story line was weak. If all you care about is
mindless fighting and shooting, you will be happy. I know that is the key element in this
story, but people still need a good story, and some actual acting. As it was released, it is
already quite long. So, I feel that they could have eliminated much of the ridiculous
fighting in the traffic circle of Paris and added more meat to the story. Too much of the
movie was incomplete. There could have been more for Lawrence Fishburne, And they
could have done more with Shamier Anderson. I understand that they wanted to close
out the series with John Wick's name restored. So, they could have done more, in the
latter half of the movie, with his efforts to restore his name. This movie just didn’t come
together for me. As it stands, I think John Wick should have died at the end of John Wick
3
",negative
171,"Oh dear. This was truly awful. I loved the first three but Keanu is laughably atrocious
whenever he opens his mouth in this one.

Cane had me laughing until I cried, I could just see the Family Guy parody that will surely
be in the works soon!

Nothing made sense.

Such a shame, they threw a load of money at this and forgot all about the plot and
characters.

The fight scenes were fantastic, especially the later scenes in Paris, but the heart of what
made the first John Wick a surprise hit was missing

The dog. The wife, It's all long forgotten at this point, and a 5 second flashback doesn't
help that.
",positive
172,"Exceptionally boring, there is nothing going on throughout the whole movie. 1 was
great, then it turned into James Bourne, he was merely running away, no story
whatsoever. I give it 3 because of great actors and the loyalty, otherwise I would
rate it as 1. The CGI dog flying over the cars was just the cherry on top.

Even if you do not know, how it ends, you can easily guess it, they introduced
some supposedly logical twist using their precious rules made up as they go, which

did not occur to them for the whole 3 movies before.

Twas looking forward to this movie, but it was a total disappointment.
",positive
173,"I never go see films on release day, but I thought id make an exception for this film as 1
enjoyed the previous three so much.

This was an incredibly slow film, there was a point about 20 mins in where I thought I
was really thirsty and needed a drink, so I went and bought one, came back and it was
still the same scene.

The enjoyment seems to have gone, it looked like in previous episodes they thought up
the craziest stunts they could - mass motorbike shoot outs, horses being chased by
motorbikes and all of these things happened at a relentless pace alll through the film
Now everyone's dressed in really fancy clothes, speaking in improbably bad accents and
in making strange pseudo mystical comments. Do they hire cheap actors to make the
budget work?

It's started to take it self way too seriously. You've seen all the choreographed moves
before and the blind guy is just not believable. The amazing sets and cinematography
with all the 'buke' backgrounds have all been done in the three previous films.
",negative
174,"I really liked the first 3. And really hated this one. I thought the action sequences
were stupid like one that reminded me of the scene in Hot Rod where Andy
Samberg goes flying down and a hill and doesn't stop for miles. Apparently this is
one of John Wick's new superpowers, to be able to survive long falls. The Scout
character is extra stupid and unnecessary. I don't understand his motivation.
There's too many characters here that are supposed to be important. I just found
everything confusing and redundant. There may have been one or two scenes that
I liked but J can't even think which they are. Keannu is too slow now to pull these
fight scenes off. Donnie reprises his role from Star Wars Rogue One. I just think it's
a messy movie.
",negative
